assembly_accession	organism_name	species_key	assembly_level	status	genome_source	assembly_status	assembly_reason	first_pass_status	locus_n_fraction	locus_longest_n_run	locus_low_complexity	warnings
GCA_965177615.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177705.2	Bos taurus	Bos taurus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965177625.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177635.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177655.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177765.2	Bos taurus	Bos taurus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965177665.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177785.2	Bos taurus	Bos taurus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965177675.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177795.2	Bos taurus	Bos taurus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965177685.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177715.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177695.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177725.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177745.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177735.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177755.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363385.1	Ovis aries	Ovis aries	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965363395.1	Capra hircus	Capra hircus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965177775.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965177825.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363855.1	Capra hircus	Capra hircus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965177805.2	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965225615.1	Bos gaurus	Bos gaurus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965246665.2	Bubalus bubalis bubalis	Bubalus bubalis	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965364765.1	Ovis aries	Ovis aries	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965363425.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363435.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363445.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363705.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.00019219865653139084	100.0	True	
GCA_965363845.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363785.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965364855.1	Ovis aries	Ovis aries	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965365915.1	Ovis aries	Ovis aries	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965364655.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965363885.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965365925.1	Capra hircus	Capra hircus	Scaffold	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965642205.1	Bubalus bubalis bubalis	Bubalus bubalis	Contig	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_976986635.2	Bos taurus	Bos taurus	Contig	genome_missing	missing	UNRESOLVED_NO_GENOME	Genome FASTA is not present. If the first run used --cleanup-genomes, rerun with --redownload-missing or --genome-map.	ok				
GCA_965365845.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965637775.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_976986615.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965642185.1	Bubalus bubalis bubalis	Bubalus bubalis	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_974728815.1	Bos taurus	Bos taurus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0005774072106612467	100.0	True	
GCA_965606195.1	Bubalus bubalis bubalis	Bubalus bubalis	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_965642195.1	Bubalus bubalis bubalis	Bubalus bubalis	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977879435.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977879805.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_976986625.1	Bos taurus	Bos taurus	Contig	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977880105.2	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977927225.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977927265.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977927255.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977927245.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977970235.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_977927285.1	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506425.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506415.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506435.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506445.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506455.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506465.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506515.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506535.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506825.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506635.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506805.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984506815.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984507005.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.00019219865653139084	100.0	True	
GCA_984506965.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.00019239278911826384	100.0	True	
GCA_984513515.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984513465.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984513855.1	Capra hircus	Capra hircus	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984514235.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984514435.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCA_984514685.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_000298355.1	Bos mutus	Bos mutus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.05875263706102105	3713.0	True	
GCF_000247795.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.22797630385552972	91875.0	True	
GCA_984538235.1	Ovis aries	Ovis aries	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_000400835.1	Pantholops hodgsonii	Pantholops hodgsonii	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.09491069426799192	5536.0	True	
GCF_000003055.6	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.007791688224760681	2369.0	True	
GCF_000298735.2	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.014145718593274053	2573.0	True	
GCF_000003205.7	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.003440960314514159	1389.0	True	
GCF_000471725.1	Bubalus bubalis	Bubalus bubalis	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.04228581165599743	2015.0	True	
GCF_000754665.1	Bison bison bison	Bison bison	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.027378734031313034	1886.0	True	
GCF_000765115.1	Ovis aries musimon	Ovis aries	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.06449489509395052	3855.0	True	
GCF_002102435.1	Odocoileus virginianus texanus	Odocoileus virginianus	Scaffold	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.010320633578101573	1211.0	True	
GCF_003121395.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_001704415.2	Capra hircus	Capra hircus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_002263795.3	Bos taurus	Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0003875570920041159	100.0	True	
GCF_019923925.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_003369695.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_014754425.2	Oryx dammah	Oryx dammah	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	5.7718058826245557e-05	10.0	True	
GCF_016772045.2	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_002742125.1	Ovis aries	Ovis aries	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_019923935.1	Bubalus bubalis	Bubalus bubalis	Chromosome	ok	redownloaded	UNRESOLVED_ASSEMBLY_GAP	The candidate locus contains substantial ambiguous sequence.	ok	0.0001923572612942566	100.0	True	
GCF_023091745.1	Budorcas taxicolor	Budorcas taxicolor	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_023699985.2	Odocoileus virginianus	Odocoileus virginianus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_029378745.1	Bos indicus	Bos indicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_027580195.1	Bos mutus	Bos mutus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_022376915.1	Moschus berezovskii	Moschus berezovskii	Scaffold	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_032405125.1	Capricornis sumatraensis	Capricornis sumatraensis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_029407905.1	Bubalus kerabau	Bubalus kerabau	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_032452875.1	Bos javanicus	Bos javanicus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_033118175.1	Dama dama	Dama dama	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_042477335.2	Ovis canadensis	Ovis canadensis	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_054371585.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Complete Genome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_055505025.1	Bos grunniens	Bos grunniens	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_910594005.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
GCF_963930625.1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	ok	redownloaded	DISRUPTED_STRONG	Miniprot and Exonerate both support coding disruption with no intact local rescue.	ok	0.0	0.0	True	
