accession	organism_name	species	assembly_level	assembly_status	species_status	source	callable_fraction	reconstructed_fraction	n_fraction	explicit_deleted_nt	insertion_nt	sensitive_rescued_nt	internal_stop_count_naive	frame_remainder	supported_events	rescued_events	quality_score	warnings
GCA_006411685.1	Tragelaphus buxtoni	Tragelaphus buxtoni	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.5895227843559383	0.5895227843559383	0.397677793904209	48	17	94	16	2	7	0	83.36192454466483	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006416875.1	Tragelaphus oryx	Tragelaphus oryx	Scaffold	DISRUPTED_POSSIBLE	DISRUPTED_POSSIBLE	first_pass_plus_refiner_sensitive_remnant	0.3710082526013635	0.3710082526013635	0.6185117967332123	49	17	19	7	1	4	0	75.38427267112297	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006417275.1	Ourebia ourebi	Ourebia ourebi	Scaffold	DISRUPTED_POSSIBLE	DISRUPTED_POSSIBLE	first_pass_reference_anchored_remnant	0.38751345532831	0.38751345532831	0.6075581395348837	35	0	0	6	1	3	0	77.08846255018058	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006459085.1	Moschus berezovskii	Moschus berezovskii	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.976318622174381	0.976318622174381	0.0036603221083455345	56	1	26	39	2	11	0	123.50661808851409	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006459105.1	Hydropotes inermis	Hydropotes inermis	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.956584140653032	0.956584140653032	0.016489556614144377	76	18	24	36	2	9	0	121.37404418613906	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006461545.1	Moschus berezovskii	Moschus berezovskii	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9781126659490491	0.9781126659490491	0.0018301610541727673	56	1	26	39	2	11	0	123.72423646202641	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006461725.1	Moschus chrysogaster	Moschus chrysogaster	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_reference_anchored_remnant	0.5536419088625762	0.5536419088625762	0.4399709829524846	31	1	0	10	0	6	0	83.85433763349637	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_006942125.1	Hippotragus niger niger	Hippotragus niger	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_reference_anchored_remnant	0.9594546106925009	0.9594546106925009	0.011061946902654867	83	8	0	40	0	14	0	131.70884256376596	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_007570765.1	Alces alces	Alces alces	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9619662719770362	0.9619662719770362	0.009184423218221896	81	16	26	45	1	11	0	122.1047829655214	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_007570785.1	Antilocapra americana	Antilocapra americana	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9727305346250449	0.9727305346250449	0.002560351133869788	69	16	0	50	1	14	0	123.22056823073568	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_007646595.3	Bos mutus	Bos mutus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.961248654467169	0.961248654467169	0.017889740781307048	59	11	26	31	0	12	0	121.7443321598486	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_007844835.1	Bos frontalis	Bos frontalis	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9608898457122353	0.9608898457122353	0.017961876832844576	60	1	26	42	1	15	0	121.68383506123531	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_008782695.1	Muntiacus muntjak	Muntiacus muntjak	Chromosome	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.9666307857911733	0.9666307857911733	0.002571638501102131	86	21	26	24	1	9	0	135.63736219410632	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_008787405.2	Muntiacus reevesi	Muntiacus reevesi	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9705776820954432	0.9705776820954432	0.002565042139978014	75	17	26	51	2	10	0	126.03211778814455	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_008931205.1	Muntiacus muntjak	Muntiacus muntjak	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.8589881593110872	0.8589881593110872	0.11555392516507704	78	17	26	33	2	7	0	120.69863879440857	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_009493645.1	Bos grunniens x Bos taurus	Bos grunniens x Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.961248654467169	0.961248654467169	0.017889740781307048	59	11	26	31	0	12	0	174.7443321598486	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_009493655.1	Bos grunniens x Bos taurus	Bos grunniens x Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	174.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_009758055.1	Oreamnos americanus	Oreamnos americanus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_reference_anchored_remnant	0.964119124506638	0.964119124506638	0.011363636363636364	69	10	0	38	1	13	0	132.16829457346907	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_009823495.1	Capra hircus	Capra hircus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.965913168281306	0.965913168281306	0.010993037742762916	65	7	0	38	2	12	0	172.3553874142454	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_010411085.1	Cervus hanglu yarkandensis	Cervus hanglu	Chromosome	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.9088625762468604	0.9088625762468604	0.0659582264565775	74	16	41	52	2	9	0	128.65233016614943	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_011170295.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_011751665.1	Moschus moschiferus	Moschus moschiferus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_reference_anchored_remnant	0.9809831359885182	0.9809831359885182	0.0029154518950437317	45	2	0	39	2	8	0	134.06915907990137	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012069665.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	168.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012070425.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9608898457122353	0.9608898457122353	0.017961876832844576	60	1	0	32	1	15	0	168.6838350612353	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012070445.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9608898457122353	0.9608898457122353	0.017961876832844576	60	1	0	32	1	15	0	168.6838350612353	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012070465.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Contig	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	168.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012070475.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9608898457122353	0.9608898457122353	0.017961876832844576	60	1	0	32	1	15	0	171.6838350612353	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012070485.1	Bos indicus x Bos taurus	Bos indicus x Bos taurus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	13	0	171.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_012922965.1	Capreolus pygargus	Capreolus pygargus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.9702188733405095	0.9702188733405095	0.002566923359002567	76	16	24	39	0	10	0	132.9962181004609	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_013496395.1	Giraffa tippelskirchi	Giraffa tippelskirchi	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	32	0	14	0	127.79781516669007	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_014182915.2	Bos gaurus	Bos gaurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	32	2	14	0	174.71978175525868	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_014523465.1	Ovis orientalis	Ovis orientalis	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_014726795.1	Odocoileus virginianus	Odocoileus virginianus	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.001840264998159735	86	16	26	32	2	12	0	172.71643768012245	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_014754425.2	Oryx dammah	Oryx dammah	Scaffold	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	45	0	15	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_014898785.1	Rangifer tarandus granti	Rangifer tarandus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.001840942562592047	86	15	26	26	1	12	0	122.71643090447813	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_014926565.1	Kobus leche leche	Kobus leche	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.005158437730287398	76	3	27	39	2	12	0	132.64395991440796	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_015443085.1	Capra hircus	Capra hircus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9651955507714388	0.9651955507714388	0.011001100110011002	67	7	0	37	0	13	0	175.2835450395862	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_015832495.2	Alces alces	Alces alces	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9626838894869035	0.9626838894869035	0.009174311926605505	79	17	26	41	1	10	0	122.1766458294243	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_016433095.1	Hippotragus equinus	Hippotragus equinus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_reference_anchored_remnant	0.9680660208109078	0.9680660208109078	0.010964912280701754	59	8	0	39	0	13	0	132.57095392182617	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_016772045.2	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	175.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_017311355.1	Bos frontalis	Bos frontalis	Contig	DISRUPTED_POSSIBLE	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.5127377108001435	0.5127377108001435	0.4794321077539134	41	1	45	17	2	5	0	94.68778333580855	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_017524585.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9669895945461069	0.9669895945461069	0.010976948408342482	62	8	26	37	0	16	0	175.46319093406967	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_017591445.1	Giraffa camelopardalis rothschildi	Giraffa camelopardalis	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	33	0	15	0	177.79781516669004	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_018282235.1	Giraffa camelopardalis antiquorum	Giraffa camelopardalis	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9881593110871906	0.9881593110871906	0.0018115942028985507	28	1	0	32	0	14	0	124.79781516669007	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_018282365.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9598134194474345	0.9598134194474345	0.01942103334554782	59	1	0	33	2	13	0	174.5616008696282	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_018282465.1	Bos taurus x Bison bison	Bos taurus x Bison bison	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9601722282023681	0.9601722282023681	0.017961876832844576	62	3	0	40	1	15	0	174.76591946409474	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_018357025.1	Capra hircus	Capra hircus	Scaffold	UNRESOLVED	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.0	0.0	1.0	0	0	0	0	0	0	0	-4.0	"[""raw_blast_missing_or_empty""]"
GCA_018804185.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	175.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019145175.1	Ovis aries	Ovis aries	Chromosome	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.964119124506638	0.964119124506638	0.01245877610846464	66	8	26	24	2	14	0	175.1453957447185	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019320065.1	Cervus canadensis	Cervus canadensis	Chromosome	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.9085037674919269	0.9085037674919269	0.06598240469208211	75	16	41	20	1	8	0	128.61620750830102	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019593525.1	Addax nasomaculatus	Addax nasomaculatus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9680660208109078	0.9680660208109078	0.010964912280701754	59	8	26	30	0	11	0	122.57095392182617	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019903745.2	Rangifer tarandus caribou	Rangifer tarandus	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9673484033010405	0.9673484033010405	0.001840942562592047	86	15	26	26	1	12	0	125.71643090447813	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019923925.1	Bubalus bubalis	Bubalus bubalis	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8058844635809114	0.8058844635809114	0.17304860088365243	71	0	57	25	1	11	0	151.62792797985463	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019923935.1	Bubalus bubalis	Bubalus bubalis	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.8058844635809114	0.8058844635809114	0.17304860088365243	71	0	57	25	1	11	0	101.62792797985462	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_019969365.1	Nanger dama ruficollis	Nanger dama	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9185504126300682	0.9185504126300682	0.061515928231417064	59	3	27	43	1	13	0	114.37046617313253	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_020226025.1	Muntiacus gongshanensis	Muntiacus gongshanensis	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9705776820954432	0.9705776820954432	0.002565982404692082	75	16	26	37	1	8	0	173.0321083854974	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_020226045.1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9705776820954432	0.9705776820954432	0.002559414990859232	75	23	26	33	2	11	0	176.03217405963574	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_020226055.1	Muntiacus crinifrons	Muntiacus crinifrons	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9712952996053104	0.9712952996053104	0.0018328445747800588	75	16	28	37	1	7	0	176.11120151478323	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_020226075.1	Hydropotes inermis	Hydropotes inermis	Chromosome	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.956584140653032	0.956584140653032	0.016489556614144377	76	18	24	36	2	9	0	124.37404418613906	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_020276665.1	Muntiacus crinifrons	Muntiacus crinifrons	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_plus_refiner_sensitive_remnant	0.9691424470757086	0.9691424470757086	0.003301540719002201	77	16	28	37	2	8	0	175.86927115389355	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_020976825.1	Odocoileus hemionus	Odocoileus hemionus	Chromosome	UNRESOLVED	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.08144958736993183	0.08144958736993183	0.9180740208408192	5	1	28	1	2	0	0	27.515178918255057	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021018645.1	Antilocapra americana	Antilocapra americana	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.9734481521349121	0.9734481521349121	0.0018288222384784199	69	16	0	50	1	14	0	123.29964527067632	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021018665.1	Elaphurus davidianus	Elaphurus davidianus	Scaffold	UNRESOLVED_ASSEMBLY_GAP	UNRESOLVED	first_pass_plus_refiner_sensitive_remnant	0.9085037674919269	0.9085037674919269	0.06598240469208211	75	16	41	39	1	8	0	125.28756901064844	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021018685.1	Okapia johnstoni	Okapia johnstoni	Scaffold	UNRESOLVED_ASSEMBLY_GAP	DISRUPTED_LIKELY	first_pass_reference_anchored_remnant	0.9874416935773233	0.9874416935773233	0.0018129079042784628	30	1	0	40	1	10	0	124.72604027868955	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021234555.1	Bos taurus	Bos taurus	Chromosome	DISRUPTED_STRONG	DISRUPTED_HIGH	first_pass_reference_anchored_remnant	0.961248654467169	0.961248654467169	0.017955294979846097	59	1	0	33	2	14	0	174.8736279091048	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325815.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325835.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325855.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325865.1	Ovis aries	Ovis aries	Contig	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	169.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325875.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325905.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021325935.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021326705.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9634015069967707	0.9634015069967707	0.012472487160674981	68	7	26	23	2	14	0	172.07349688320969	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021326735.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010968921389396709	60	8	26	28	2	15	0	172.53503295524587	"[""refiner_sensitive_exon_blast_incorporated""]"
GCA_021326975.1	Ovis aries	Ovis aries	Scaffold	DISRUPTED_STRONG	DISRUPTED_LIKELY	first_pass_plus_refiner_sensitive_remnant	0.9677072120559742	0.9677072120559742	0.010964912280701754	60	9	26	31	0	16	0	172.53507304633283	"[""refiner_sensitive_exon_blast_incorporated""]"
