assembly_accession	assembly_name	organism_name	species_key	assembly_level	status	candidate_id	contig	strand	start	end	span	exon_count	coverage_sum	order_coherence	bitscore_sum	score	locus_length	locus_n_count	locus_n_fraction	locus_n_runs	locus_longest_n_run	error
GCA_057190485.1	SIW_1.0	Bos indicus	Bos indicus	Scaffold	ok	JBNBOL010000010.1:+:1	JBNBOL010000010.1	+	37042872.0	37062782.0	19911.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39911.0	0.0	0.0	0.0	0.0	
GCA_057190515.1	IRR_1.0	Bos indicus	Bos indicus	Scaffold	ok	JBNBOM010000009.1:+:1	JBNBOM010000009.1	+	37915089.0	37935000.0	19912.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39912.0	0.0	0.0	0.0	0.0	
GCA_057190595.1	GUD_1.0	Bos indicus	Bos indicus	Scaffold	ok	JBNBOO010000010.1:+:1	JBNBOO010000010.1	+	49011852.0	49031814.0	19963.0	6.0	5.855389892719457	1.0	3228.0	8579.416967815836	39963.0	0.0	0.0	0.0	0.0	
GCA_057190615.1	LAG_1.0	Bos taurus	Bos taurus	Scaffold	ok	JBNBOP010000009.1:+:1	JBNBOP010000009.1	+	50374388.0	50393951.0	19564.0	6.0	5.855389892719457	1.0	3236.0	8580.216967815837	39564.0	0.0	0.0	0.0	0.0	
GCA_057332215.1	NLFDP_OvArieNajdiFemle_T2T_1.0	Ovis aries	Ovis aries	Complete Genome	ok	CM170554.1:+:1	CM170554.1	+	23186916.0	23207225.0	20310.0	6.0	5.816526825567228	1.0	2708.0	8515.758047670168	40310.0	0.0	0.0	0.0	0.0	
GCA_057332225.1	NLFDP_OvArieNajdiMale_T2T_1.0	Ovis aries	Ovis aries	Complete Genome	ok	CM170581.1:-:1	CM170581.1	-	71488179.0	71508506.0	20328.0	6.0	5.816526825567228	1.0	2708.0	8515.758047670168	40328.0	0.0	0.0	0.0	0.0	
GCA_057428545.1	Saanen maternal haplotype	Capra hircus	Capra hircus	Chromosome	ok	CM171929.1:+:1	CM171929.1	+	29710335.0	29730156.0	19822.0	6.0	5.9385925532667585	1.0	2702.0	8551.777765980029	39822.0	0.0	0.0	0.0	0.0	
GCA_057428595.1	Kiko paternal haplotype	Capra hircus	Capra hircus	Chromosome	ok	CM171960.1:+:1	CM171960.1	+	31083013.0	31102831.0	19819.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39819.0	0.0	0.0	0.0	0.0	
GCA_057556445.1	ASM5755644v1	Capra hircus	Capra hircus	Chromosome	ok	CM172128.1:+:1	CM172128.1	+	21375675.0	21395496.0	19822.0	6.0	5.9385925532667585	1.0	2708.0	8552.377765980027	39822.0	0.0	0.0	0.0	0.0	
GCA_057557635.1	ASM5755763v1	Capra hircus	Capra hircus	Chromosome	ok	CM172325.1:+:1	CM172325.1	+	21373464.0	21393283.0	19820.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39820.0	0.0	0.0	0.0	0.0	
GCA_057557695.1	ASM5755769v1	Capra hircus	Capra hircus	Scaffold	ok	JBXEOH010000009.1:+:1	JBXEOH010000009.1	+	21234411.0	21254232.0	19822.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39822.0	0.0	0.0	0.0	0.0	
GCA_057557715.1	ASM5755771v1	Capra hircus	Capra hircus	Scaffold	ok	JBXEOI010000009.1:+:1	JBXEOI010000009.1	+	22841586.0	22861404.0	19819.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39819.0	0.0	0.0	0.0	0.0	
GCA_057557795.1	ASM5755779v1	Capra hircus	Capra hircus	Scaffold	ok	JBXEOJ010000009.1:+:1	JBXEOJ010000009.1	+	26529826.0	26549647.0	19822.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39822.0	0.0	0.0	0.0	0.0	
GCA_057557815.1	ASM5755781v1	Capra hircus	Capra hircus	Scaffold	ok	JBXEOK010000009.1:+:1	JBXEOK010000009.1	+	26329404.0	26349222.0	19819.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39819.0	0.0	0.0	0.0	0.0	
GCA_059051325.1	mAlcAlc2_a1.1	Alces alces	Alces alces	Scaffold	ok	JBWVLQ010000022.1:+:1	JBWVLQ010000022.1	+	47979606.0	47999776.0	20171.0	6.0	5.746158415965252	1.0	2824.0	8506.247524789575	40171.0	0.0	0.0	0.0	0.0	
GCA_059051365.1	mAlcAlc2_p1.1	Alces alces	Alces alces	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_059051365.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_059051365.1/GCA_059051365.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_059055555.1	ASM5905555v1	Capra hircus	Capra hircus	Chromosome	ok	CM180621.1:+:1	CM180621.1	+	21067319.0	21087140.0	19822.0	6.0	5.9385925532667585	1.0	2707.0	8552.277765980029	39822.0	0.0	0.0	0.0	0.0	
GCA_059055625.1	ASM5905562v1	Capra hircus	Capra hircus	Chromosome	ok	CM180650.1:+:1	CM180650.1	+	21199719.0	21219537.0	19819.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39819.0	0.0	0.0	0.0	0.0	
GCA_059335595.1	ASM5933559v1	Capra hircus	Capra hircus	Scaffold	ok	JBWDSV010000532.1:-:1	JBWDSV010000532.1	-	71258391.0	71278209.0	19819.0	6.0	5.9385925532667585	1.0	2694.0	8550.977765980027	39819.0	0.0	0.0	0.0	0.0	
GCA_059336145.1	ASM5933614v1	Bos taurus	Bos taurus	Complete Genome	ok	CM181650.1:-:1	CM181650.1	-	72301908.0	72321499.0	19592.0	6.0	5.855389892719457	1.0	3229.0	8579.516967815836	39592.0	0.0	0.0	0.0	0.0	
GCA_059698765.1	ASM5969876v1	Muntiacus feae	Muntiacus feae	Contig	ok	JAQQAB010004728.1:+:1	JAQQAB010004728.1	+	1013315.0	1033360.0	20046.0	6.0	5.838941921119891	1.0	2806.0	8532.282576335967	40046.0	0.0	0.0	0.0	0.0	
GCA_059997585.1	CRS_JAAS	Bos taurus	Bos taurus	Chromosome	ok	CM188620.1:+:1	CM188620.1	+	40360052.0	40379964.0	19913.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39913.0	0.0	0.0	0.0	0.0	
GCA_902712895.1	Rtarandus_v2.1	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	ok	CACTHY010000026.1:-:1	CACTHY010000026.1	-	71339.0	90912.0	19574.0	6.0	5.859560477820922	1.0	2846.0	8542.468143346277	39574.0	0.0	0.0	0.0	0.0	
GCA_902825105.1	synceruscaffer	Syncerus caffer	Syncerus caffer	Scaffold	ok	CADEAB010000010.1:+:1	CADEAB010000010.1	+	33859329.0	33873394.0	14066.0	4.0	3.9584826762246115	1.0	2569.0	5944.444802867383	34066.0	0.0	0.0	0.0	0.0	
GCA_903231385.1	OvNiv1.0	Ovis nivicola lydekkeri	Ovis nivicola	Scaffold	ok	CAFBRR010001747.1:+:1	CAFBRR010001747.1	+	23482.0	43241.0	19760.0	6.0	5.81174785304632	1.0	2713.0	8514.824355913895	39760.0	0.0	0.0	0.0	0.0	
GCA_905120125.1	ERS5330600	Megaloceros giganteus	Megaloceros giganteus	Scaffold	no_blast_hit																	
GCA_905120135.1	ERS5330601	Megaloceros giganteus	Megaloceros giganteus	Contig	no_blast_hit																	
GCA_905123515.1	ROSLIN_BTT_NDA1	Bos taurus	Bos taurus	Chromosome	ok	LR962767.1:+:1	LR962767.1	+	33959747.0	33979627.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_905123885.1	ROSLIN_BTI_ANK1	Bos taurus	Bos taurus	Chromosome	ok	LR962892.1:+:1	LR962892.1	+	33991996.0	34011868.0	19873.0	6.0	5.823131828203328	1.0	3217.0	8568.639548460998	39873.0	0.0	0.0	0.0	0.0	
GCA_905249985.1	Buffalo_MAGs	Bubalus bubalis bubalis	Bubalus bubalis	Scaffold	no_blast_hit																	
GCA_907165285.1	Goat_MAGs	Capra hircus	Capra hircus	Scaffold	no_blast_hit																	
GCA_910593805.2	mCerEla1.hap2.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	OZ405905.1:+:1	OZ405905.1	+	39415734.0	39431805.0	16072.0	5.0	4.957718175135211	1.0	2657.0	7253.015452540563	36072.0	0.0	0.0	0.0	0.0	
GCA_910594005.1	mCerEla1.1	Cervus elaphus	Cervus elaphus	Chromosome	ok	OU343105.1:+:1	OU343105.1	+	36106682.0	36122762.0	16081.0	5.0	4.957718175135211	1.0	2679.0	7255.215452540563	36081.0	0.0	0.0	0.0	0.0	
GCA_910594005.2	mCerEla1.hap1.2	Cervus elaphus	Cervus elaphus	Chromosome	ok	OU343105.2:+:1	OU343105.2	+	68646212.0	68662292.0	16081.0	5.0	4.957718175135211	1.0	2679.0	7255.215452540563	36081.0	0.0	0.0	0.0	0.0	
GCA_914753205.1	Brown Swiss cow	Bos taurus	Bos taurus	Scaffold	ok	CAJZAZ010000005.1:+:1	CAJZAZ010000005.1	+	33807320.0	33826904.0	19585.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39585.0	10.0	0.00025262094227611467	1.0	10.0	
GCA_917880005.1	ORGONE_02	Nanger dama	Nanger dama	Scaffold	ok	CAKJTW010000068.1:+:1	CAKJTW010000068.1	+	10439117.0	10454692.0	15576.0	5.0	4.991935483870968	1.0	2854.0	7282.98064516129	35576.0	0.0	0.0	0.0	0.0	
GCA_935064755.1	mTraEur1.1	Tragelaphus eurycerus	Tragelaphus eurycerus	Contig	ok	CAKXYN010000012.1:-:1	CAKXYN010000012.1	-	33380150.0	33401184.0	21035.0	6.0	5.680991131969268	1.0	2892.0	8493.497339590782	41035.0	0.0	0.0	0.0	0.0	
GCA_946052875.1	ARS_Pied_mat1.0	Bos gaurus x Bos taurus	Bos gaurus x Bos taurus	Chromosome	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_946052875.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_946052875.1/GCA_946052875.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_947034695.1	seqoccin.Bt.char.v1.0	Bos taurus	Bos taurus	Chromosome	ok	OX344698.1:+:1	OX344698.1	+	39335679.0	39355558.0	19880.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_949782905.1	mRanTar1.h1.1	Rangifer tarandus platyrhynchus	Rangifer tarandus	Chromosome	ok	OX459958.2:+:1	OX459958.2	+	33510522.0	33530096.0	19575.0	6.0	5.849251199470406	1.0	2848.0	8539.575359841121	39575.0	0.0	0.0	0.0	0.0	
GCA_951394145.2	mRanTar1.2.h2	Rangifer tarandus platyrhynchus	Rangifer tarandus	Chromosome	ok	OX596106.2:+:1	OX596106.2	+	33101572.0	33121146.0	19575.0	6.0	5.849251199470406	1.0	2848.0	8539.575359841121	39575.0	0.0	0.0	0.0	0.0	
GCA_951849835.1	ETH_CapCap1	Capreolus capreolus	Capreolus capreolus	Contig	ok	CATOUS010000012.1:+:1	CATOUS010000012.1	+	48204543.0	48223895.0	19353.0	6.0	5.849251199470406	1.0	2827.0	8537.475359841123	39353.0	0.0	0.0	0.0	0.0	
GCA_963422255.1	RTA_final	Rangifer tarandus	Rangifer tarandus	Scaffold	ok	CAUJRY010011726.1:+:1	CAUJRY010011726.1	+	32980501.0	33000074.0	19574.0	6.0	5.859560477820922	1.0	2842.0	8542.068143346278	39574.0	0.0	0.0	0.0	0.0	
GCA_963856025.1	reindeerY1320	Rangifer tarandus tarandus	Rangifer tarandus	Scaffold	no_blast_hit																	
GCA_963879515.1	ETH_BisBon1	Bison bonasus	Bison bonasus	Scaffold	ok	CAWOGG010000029.1:+:1	CAWOGG010000029.1	+	46677215.0	46694311.0	17097.0	5.0	4.9262246117084825	1.0	2997.0	7277.567383512544	37097.0	0.0	0.0	0.0	0.0	
GCA_963920245.1	seqoccin.Bt.char.SAMEA114541726.v1.0	Bos taurus	Bos taurus	Scaffold	ok	CAWUBD010000011.1:+:1	CAWUBD010000011.1	+	33983044.0	34002926.0	19883.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39883.0	0.0	0.0	0.0	0.0	
GCA_963920255.1	seqoccin.Bt.char.SAMEA114541728.v1.0	Bos taurus	Bos taurus	Scaffold	ok	CAWUBF010000011.1:+:1	CAWUBF010000011.1	+	33937730.0	33957609.0	19880.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_963920265.1	seqoccin.Bt.char.SAMEA114541727.v1.0	Bos taurus	Bos taurus	Scaffold	ok	CAWUBE010000009.1:+:1	CAWUBE010000009.1	+	34923731.0	34943631.0	19901.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39901.0	0.0	0.0	0.0	0.0	
GCA_963921495.1	NRF	Bos taurus	Bos taurus	Chromosome	ok	OY997237.1:+:1	OY997237.1	+	37304786.0	37324666.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_963930625.1	mMunRee1.1	Muntiacus reevesi	Muntiacus reevesi	Chromosome	ok	OZ005643.1:+:1	OZ005643.1	+	31892163.0	31912203.0	20041.0	6.0	5.833787281944633	1.0	2816.0	8531.73618458339	40041.0	0.0	0.0	0.0	0.0	
GCA_963930625.2	mMunRee1.2	Muntiacus reevesi	Muntiacus reevesi	Chromosome	ok	OZ005643.2:-:1	OZ005643.2	-	28883996.0	28904036.0	20041.0	6.0	5.833787281944633	1.0	2816.0	8531.73618458339	40041.0	0.0	0.0	0.0	0.0	
GCA_963930665.2	mMunRee1.2 alternate haplotype	Muntiacus reevesi	Muntiacus reevesi	Scaffold	ok	CAWVNP020000002.1:+:1	CAWVNP020000002.1	+	195080448.0	195080637.0	190.0	0.0	0.17130044843049327	0.5	52.7	306.66013452914797	20190.0	0.0	0.0	0.0	0.0	
GCA_963966175.1	NIAB_Gir_supernova	Bos indicus	Bos indicus	Scaffold	ok	CAWZYL010000143.1:+:1	CAWZYL010000143.1	+	2772874.0	2792754.0	19881.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39881.0	10.0	0.00025074596925854417	1.0	10.0	
GCA_963966215.1	NIAB_Kankrej_supernova	Bos indicus	Bos indicus	Scaffold	ok	CAWZYN010000631.1:-:1	CAWZYN010000631.1	-	753792.0	773337.0	19546.0	6.0	5.855389892719457	1.0	3252.0	8581.816967815837	39546.0	10.0	0.00025287007535528244	1.0	10.0	
GCA_963966345.1	NIAB_Tharparkar_supernova	Bos indicus	Bos indicus	Scaffold	ok	CAWZZA010000605.1:-:1	CAWZZA010000605.1	-	1322620.0	1342185.0	19566.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39566.0	400.0	0.010109690137997271	1.0	400.0	
GCA_963966355.1	NIAB_Sahiwal_supernova	Bos indicus	Bos indicus	Scaffold	ok	CAWZZB010000026.1:+:1	CAWZZB010000026.1	+	33850328.0	33869911.0	19584.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39584.0	10.0	0.0002526273241713824	1.0	10.0	
GCA_963966425.1	NIAB_Red_sindhi_supernova	Bos indicus	Bos indicus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_963966425.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_963966425.1/GCA_963966425.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_963981305.1	mRupRup1.1	Rupicapra rupicapra	Rupicapra rupicapra	Chromosome	ok	OZ022281.1:-:1	OZ022281.1	-	70149574.0	70166942.0	17369.0	5.0	4.915566237477286	1.0	2418.0	7216.469871243186	37369.0	0.0	0.0	0.0	0.0	
GCA_964019205.1	seqoccin.Bt.char.SAMEA114111949_v1	Bos taurus	Bos taurus	Contig	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_964019205.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_964019205.1/GCA_964019205.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_964019215.2	seqoccin.Bt.SAMEA114112153.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CAXHSR020000029.1:+:1	CAXHSR020000029.1	+	32703001.0	32722892.0	19892.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39892.0	0.0	0.0	0.0	0.0	
GCA_964019225.2	seqoccin.Bt.SAMEA114111952.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CAXHST020000029.1:+:1	CAXHST020000029.1	+	31570143.0	31589702.0	19560.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39560.0	0.0	0.0	0.0	0.0	
GCA_964019235.2	seqoccin.Bt.SAMEA114111947.scaffold	Bos taurus	Bos taurus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_964019235.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_964019235.2/GCA_964019235.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_964019245.2	seqoccin.Bt.SAMEA114112003.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CAXHSP020000029.1:+:1	CAXHSP020000029.1	+	33469931.0	33489811.0	19881.0	6.0	5.855389892719457	1.0	3237.0	8580.316967815837	39881.0	0.0	0.0	0.0	0.0	
GCA_964019255.2	seqoccin.Bt.SAMEA114112080.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CAXHSV020000029.1:+:1	CAXHSV020000029.1	+	31155836.0	31162782.0	6947.0	3.0	2.798207528761674	1.0	1302.0	4469.662258628502	26947.0	100.0	0.003710988236167291	1.0	100.0	
GCA_964019265.2	seqoccin.Bt.SAMEA114111958.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CAXHSQ020000029.1:+:1	CAXHSQ020000029.1	+	32831468.0	32851347.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_964019275.1	seqoccin.Bt.char.SAMEA114112360_v1	Bos taurus	Bos taurus	Contig	ok	CAXHSO010000742.1:-:1	CAXHSO010000742.1	-	482655.0	502513.0	19859.0	6.0	5.855389892719457	1.0	3174.0	8574.016967815836	39859.0	0.0	0.0	0.0	0.0	
GCA_964019295.2	seqoccin.Bt.SAMEA114112439.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CAXHSW020000029.1:+:1	CAXHSW020000029.1	+	31602913.0	31622996.0	20084.0	6.0	5.807002795945263	1.0	3232.0	8565.30083878358	40084.0	0.0	0.0	0.0	0.0	
GCA_964270355.1	Elg.assembly.v.1.0	Alces alces	Alces alces	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_964270355.1', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_964270355.1/GCA_964270355.1.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_965153185.1	Rangifer_t_t_557	Rangifer tarandus tarandus	Rangifer tarandus	Chromosome	ok	OZ228847.1:+:1	OZ228847.1	+	31820441.0	31840639.0	20199.0	6.0	5.849251199470406	1.0	2853.0	8540.075359841121	40199.0	0.0	0.0	0.0	0.0	
GCA_965153475.2	seqoccin.Bt.SAMEA117655760.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUEW020000029.1:+:1	CBCUEW020000029.1	+	33726609.0	33746169.0	19561.0	6.0	5.823131828203328	1.0	3253.0	8572.239548460997	39561.0	0.0	0.0	0.0	0.0	
GCA_965153485.2	seqoccin.Bt.SAMEA117655733.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUEU020000029.1:+:1	CBCUEU020000029.1	+	34941680.0	34961557.0	19878.0	6.0	5.855389892719457	1.0	3247.0	8581.316967815837	39878.0	0.0	0.0	0.0	0.0	
GCA_965153495.2	seqoccin.Bt.SAMEA117655769.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUEV020000029.1:+:1	CBCUEV020000029.1	+	37447655.0	37467566.0	19912.0	6.0	5.823131828203328	1.0	3235.0	8570.439548460998	39912.0	0.0	0.0	0.0	0.0	
GCA_965153505.2	seqoccin.Bt.SAMEA117655735.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFE020000029.1:+:1	CBCUFE020000029.1	+	33572622.0	33592501.0	19880.0	6.0	5.855389892719457	1.0	3256.0	8582.216967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_965153515.2	seqoccin.Bt.SAMEA117655768.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFK020000029.1:+:1	CBCUFK020000029.1	+	33739167.0	33759043.0	19877.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39877.0	0.0	0.0	0.0	0.0	
GCA_965153525.2	seqoccin.Bt.SAMEA117655774.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFI020000029.1:+:1	CBCUFI020000029.1	+	33814391.0	33834303.0	19913.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39913.0	0.0	0.0	0.0	0.0	
GCA_965153535.2	seqoccin.Bt.SAMEA117655731.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFD020000029.1:+:1	CBCUFD020000029.1	+	33728859.0	33748770.0	19912.0	6.0	5.823131828203328	1.0	3248.0	8571.739548460997	39912.0	0.0	0.0	0.0	0.0	
GCA_965153545.2	seqoccin.Bt.SAMEA117655722.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFG020000029.1:+:1	CBCUFG020000029.1	+	32741942.0	32761506.0	19565.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39565.0	0.0	0.0	0.0	0.0	
GCA_965153555.2	seqoccin.Bt.SAMEA117655720.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFA020000029.1:+:1	CBCUFA020000029.1	+	33796633.0	33816194.0	19562.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39562.0	0.0	0.0	0.0	0.0	
GCA_965153565.2	seqoccin.Bt.SAMEA117655718.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFC020000029.1:+:1	CBCUFC020000029.1	+	33782209.0	33801770.0	19562.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39562.0	0.0	0.0	0.0	0.0	
GCA_965153575.2	seqoccin.Bt.SAMEA117655739.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUEZ020000029.1:+:1	CBCUEZ020000029.1	+	29324738.0	29344617.0	19880.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_965153585.2	seqoccin.Bt.SAMEA117655765.scaffold	Bos taurus	Bos taurus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_965153585.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_965153585.2/GCA_965153585.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_965153595.2	seqoccin.Bt.SAMEA117655776.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFP020000029.1:+:1	CBCUFP020000029.1	+	33715187.0	33735066.0	19880.0	6.0	5.823131828203328	1.0	3230.0	8569.939548460998	39880.0	0.0	0.0	0.0	0.0	
GCA_965153605.2	seqoccin.Bt.SAMEA117655730.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUEX020000029.1:+:1	CBCUEX020000029.1	+	31369294.0	31389173.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_965153615.2	seqoccin.Bt.SAMEA117655762.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUEY020000029.1:+:1	CBCUEY020000029.1	+	33749180.0	33769092.0	19913.0	6.0	5.823131828203328	1.0	3226.0	8569.539548460998	39913.0	0.0	0.0	0.0	0.0	
GCA_965153625.2	seqoccin.Bt.SAMEA117655753.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFM020000029.1:+:1	CBCUFM020000029.1	+	33887666.0	33907545.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_965153635.2	seqoccin.Bt.SAMEA117655759.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFL020000003.1:-:1	CBCUFL020000003.1	-	63317368.0	63337281.0	19914.0	6.0	5.855389892719457	1.0	3233.0	8579.916967815836	39914.0	0.0	0.0	0.0	0.0	
GCA_965153645.2	seqoccin.Bt.SAMEA117655707.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFR020000029.1:+:1	CBCUFR020000029.1	+	34049129.0	34068766.0	19638.0	6.0	5.855389892719457	1.0	3241.0	8580.716967815837	39638.0	0.0	0.0	0.0	0.0	
GCA_965153655.2	seqoccin.Bt.SAMEA117655728.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFQ020000029.1:+:1	CBCUFQ020000029.1	+	34397656.0	34417535.0	19880.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39880.0	0.0	0.0	0.0	0.0	
GCA_965153665.2	seqoccin.Bt.SAMEA117655770.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFB020000029.1:+:1	CBCUFB020000029.1	+	33730525.0	33750439.0	19915.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39915.0	0.0	0.0	0.0	0.0	
GCA_965153675.2	seqoccin.Bt.SAMEA117655710.scaffold	Bos taurus	Bos taurus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_965153675.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_965153675.2/GCA_965153675.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_965153685.2	seqoccin.Bt.SAMEA117655708.scaffold	Bos taurus	Bos taurus	Scaffold	ok	CBCUFJ020000029.1:+:1	CBCUFJ020000029.1	+	33848985.0	33868866.0	19882.0	6.0	5.855389892719457	1.0	3251.0	8581.716967815837	39882.0	0.0	0.0	0.0	0.0	
GCA_965153695.2	seqoccin.Bt.SAMEA117655746.scaffold	Bos taurus	Bos taurus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_965153695.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_965153695.2/GCA_965153695.2.zip', '--no-progressbar']' returned non-zero exit status 1.
GCA_965153705.2	seqoccin.Bt.SAMEA117655755.scaffold	Bos taurus	Bos taurus	Scaffold	error																	CalledProcessError: Command '['/usr/local/bin/datasets', 'download', 'genome', 'accession', 'GCA_965153705.2', '--include', 'genome', '--filename', '/home/morpheus/retraction_watch_plots/gprc6a/GPRC6A_Ruminantia/cache/genomes/GCA_965153705.2/GCA_965153705.2.zip', '--no-progressbar']' returned non-zero exit status 1.
